measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1993,5011.695213426355,5129.7544846432975,4895.707190035038
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1993,104481280.26335165,108020097.57741447,101266832.96104112
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1993,0.04025950566435024,0.04237549769709716,0.03816897388468365
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1993,1852.5622761640745,1915.3092050085963,1795.5667665764436
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1992,275388778.9123482,281904651.7821884,268830477.39136934
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1992,0.10671180631775826,0.11143724326934518,0.10164405250483269
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1992,4952.525088541082,5069.704967797887,4834.5821827003065
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1992,101914265.10636756,105506804.575402,98694180.46553399
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1992,0.03949114710849667,0.04156904453336423,0.037443562806501476
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1992,1832.8014555021525,1897.4088150403204,1774.8922333692137
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1995,289481726.24904764,296205012.2870044,282860994.3510917
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1995,0.11097087264585762,0.11603957741719263,0.10536364127652033
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1995,4994.567304768702,5110.5673889912805,4880.3366363958
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1995,107432814.10554087,110814200.76396379,104038977.98672141
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1995,0.04118340019905463,0.043322876110010775,0.03900499651147217
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1995,1853.5899579692164,1911.9306465776933,1795.034472839161
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1998,292342961.8824862,299212781.3011181,285332824.94752264
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1998,0.11208584826879645,0.11760421397262633,0.10640470650789678
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1998,4846.988334368435,4960.888577996366,4730.761654145663
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1998,109476450.99769025,112911049.45258752,105850938.190557
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1998,0.04197355125509245,0.04418369183573157,0.039706895218720575
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1998,1815.0978475998375,1872.042808877266,1754.987564221981
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1996,289770111.4229129,296409416.13368076,282986927.2651366
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1996,0.1113248391103985,0.11642400284342688,0.10572690244861256
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1996,4933.070260081837,5046.098330697819,4817.592773901256
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1996,107976958.15949279,111371900.25999619,104500359.3018043
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1996,0.041482692059467786,0.043623016541696986,0.03930951924825606
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1996,1838.2086353043244,1896.004409438705,1779.0227298053717
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1994,287531420.5158701,294326635.2601545,280871124.9723062
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1994,0.10918252454475291,0.11394900387396634,0.10384023396066934
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1994,5028.809439880787,5147.655025489362,4912.323537081785
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1994,106386116.9063686,109876809.40491277,103043403.39682542
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1994,0.04039712326935372,0.04247463836793159,0.03832224922326634
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1994,1860.6505960675645,1921.701410468668,1802.1878749449525
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1997,291257122.0239268,298048436.0419233,284300051.50143087
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1997,0.11173591777356405,0.11705226901586854,0.10610200090566754
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1997,4892.753162157184,5006.838692172223,4775.883131437398
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1997,108764859.48615,112134231.78068067,105225124.47810732
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1997,0.04172553779726651,0.04388257698082785,0.03951689878182245
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1997,1827.1127809150196,1883.7139957934512,1767.6496868164093
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1999,296328650.1326232,303452785.4995054,289232441.5833376
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,1999,0.11330411776186958,0.11870173022117993,0.10748966414356134
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1999,4849.913208879462,4966.511580998471,4733.771905766378
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1999,110925574.28476578,114291868.06299824,107308497.51563972
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,1999,0.04241311485265966,0.04461647809397647,0.04015080409806783
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,1999,1815.4822616221904,1870.5772807933417,1756.2827600138776
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2000,300062589.62653273,307280439.7524996,292788921.104424
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2000,0.11487767003816901,0.12050382304718839,0.1088560286597952
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2000,4848.240877336849,4964.862799685641,4730.717073049959
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2000,112466675.17767625,115775952.76437277,108776536.43745433
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2000,0.04305698088044,0.04534038475426555,0.040733380180094675
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2000,1817.1726525896809,1870.642080052284,1757.5494869506203
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2001,302245240.48462814,309418819.5578598,294905450.5202967
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2001,0.1162752922245912,0.12195486970439669,0.11000816645743909
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2001,4821.422739174792,4935.855830691768,4704.338247858894
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2001,113262471.01905228,116673761.11226131,109633444.50074206
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2001,0.04357223107210445,0.045948927014257915,0.04111868644154033
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2001,1806.7654345549834,1861.182409323379,1748.8751235333975
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2003,310022282.8245105,317299077.510539,302531025.98935384
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2003,0.12014985983100127,0.12630188802465098,0.11331704540626995
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2003,4820.296055510849,4933.43729298016,4703.820312398655
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2003,115716026.10208902,119146087.80492716,111970751.61878453
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2003,0.0448455314888838,0.04740851874897752,0.042184500719103846
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2003,1799.1787528866992,1852.510122315098,1740.9463843801511
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2002,306516758.4695121,313713643.8920688,299153994.0611406
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2002,0.1182687119943868,0.12414692478221095,0.1117193033103669
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2002,4827.353983534015,4940.698238142113,4711.397289113636
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2002,114698260.8431842,118107319.97781634,111057816.93240564
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2002,0.044255588480212465,0.0467434204708312,0.04176216279030797
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2002,1806.3909756531043,1860.0804876910129,1749.057368504583
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2004,310111771.10354066,317596672.34617084,302659801.96053183
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2004,0.12016906353491333,0.12633974214542557,0.11331642259712102
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2004,4760.641362780252,4875.544871038547,4646.24340745554
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2004,115494737.83177628,119001960.72845629,111688052.23474048
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2004,0.04475396607297115,0.04727572422913829,0.042046169200228294
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2004,1773.0027600978658,1826.8434457674537,1714.564910918972
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2007,314337497.84883946,322477365.536278,306378011.9950537
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2007,0.12402566604874628,0.13078574311045862,0.11642663230870624
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2007,4644.2955214294025,4764.561004563006,4526.6951563549355
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2007,114177843.67084399,117777114.90125486,110445069.79229768
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2007,0.04504937143054724,0.04765286392388216,0.04216550626161424
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2007,1686.962744298389,1740.141507157427,1631.8114972302521
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2005,314086221.1880971,321531381.8827747,306473866.1186778
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2005,0.12226794696463197,0.1287821237545888,0.11518679091720116
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2005,4760.624059872457,4873.470815768422,4645.243128615155
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2005,115870089.44274135,119410029.73990908,112061082.70129743
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2005,0.04510543292902324,0.04767468556009077,0.042329905536661036
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2005,1756.2500307529965,1809.9051222927064,1698.5166826648776
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2006,312386137.3085327,320152743.75123847,304537856.7483758
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2006,0.12267085266510935,0.12923261856054238,0.11542893412233196
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2006,4675.2439290119155,4791.480775925586,4557.784728170952
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2006,114181455.79469572,117738546.63265401,110469414.33954038
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2006,0.04483713252455077,0.04743924499170513,0.042040871807772565
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2006,1708.866349221676,1762.1026019196731,1653.311069378016
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2009,323458241.31274766,331846803.6077003,315330543.462639
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2009,0.12797345824182288,0.13514078211177297,0.11985861405516207
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2009,4656.895162530128,4777.667027897986,4539.879016498215
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2009,116711575.09823024,120569244.85505371,112724110.92975192
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2009,0.04617474847820194,0.0488405359177988,0.043139705428101936
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2009,1680.320672246232,1735.8603411576821,1622.9123263602644
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2008,319722304.8571743,327810485.3969623,311688098.73112434
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2008,0.12567888170624775,0.13263288184867938,0.11787607781188093
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2008,4662.976520899679,4780.93825012804,4545.801979240551
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2008,115586965.78647798,119392542.00298701,111795218.4205948
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2008,0.045434781361828075,0.04805627346589902,0.04251081058766518
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2008,1685.7732457081877,1741.2755121328057,1630.4726655744528
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2010,329069459.5459785,337677774.9631558,320701750.31985974
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2010,0.12956127904511017,0.13699730196759277,0.12139208892269521
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2010,4678.984184811654,4801.3843970659755,4560.00511216805
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2010,118391191.80119751,122334373.32821,114321603.73025827
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2010,0.04661165132285413,0.049382824167042906,0.04353585901272323
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2010,1683.3847626671256,1739.4522082094393,1625.5199633967986
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2011,332672410.3657485,341583229.09381706,324248223.33062375
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2011,0.1320559711295732,0.13994170538415762,0.12367145561755728
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2011,4672.415957461366,4797.569262399693,4554.097441392417
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2011,119335061.67563127,123445148.16496906,115188460.48940662
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2011,0.04736907165029266,0.05031339171401496,0.04418168085494338
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2011,1676.0724036142192,1733.798963139293,1617.8329916640564
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2012,337210073.5237557,346284535.57660186,328509414.6444278
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2012,0.13441765999897068,0.142698574295401,0.12567736990348768
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2012,4678.205594071733,4804.098034636162,4557.4990249706325
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2012,120858409.88785283,125143541.51032858,116528459.0602191
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2012,0.04817424743116914,0.051337235276131904,0.04493918572162335
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2012,1676.7010644720144,1736.1498422564875,1616.6304978598796
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2013,121809300.73009384,126214725.88417456,117217812.88447885
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2013,0.04874670979056232,0.05195886718226643,0.04540222266966455
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2013,1669.1678909397294,1729.5359758811535,1606.2501659581008
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2013,340446278.4491352,349812253.89420575,331428970.7593889
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2013,0.136249260685256,0.1449243696353465,0.12724316280852996
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2013,4665.177397548509,4793.520515738494,4541.612116669019
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2015,355885143.59354615,366146269.3285827,346163128.62260973
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2015,0.14224512042949816,0.15152575694159057,0.13241910037602422
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2015,4764.718053861673,4902.097688619655,4634.556227537057
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2015,127877997.11438462,132629645.1448958,122901452.07813033
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2015,0.05110882311878053,0.05462696044601429,0.047444697136825455
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2015,1712.0765294953123,1775.6932990180944,1645.4487581287792
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2014,346843240.62274444,356484696.47016186,337400921.7495878
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2014,0.13866595605486454,0.14753273513851328,0.12927268716521906
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2014,4696.375293850102,4826.923881036806,4568.523088937794
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2014,124521761.73207241,129098648.4001107,119796698.62610522
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2014,0.04978033063062398,0.05313382464151878,0.04628898087608397
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2014,1686.0669514424012,1748.0395516059032,1622.0879919767228
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2017,365869825.24580085,376747292.28673494,355162644.21898246
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2017,0.14662551669832,0.15638384638344766,0.13634826246981088
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2017,4788.579975877621,4930.946515193871,4648.442175148432
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2017,132051366.46022823,137350169.17597073,126498599.561561
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2017,0.052916340419406384,0.056527030833004595,0.04892590873544375
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2017,1728.3156073171797,1797.6674336496294,1655.6398452102324
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2016,130632352.1647823,135786593.98952812,125380565.15587695
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,2,Percent,2016,0.052230321767155544,0.0558210033753932,0.04845369944370012
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Stroke,3,Rate,2016,1729.2003137204158,1797.4277966727147,1659.681610329571
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2016,362381388.6818421,373063777.91006726,352288128.8897077
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,2,Percent,2016,0.14490058812709247,0.15446816058169682,0.13488221288831764
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2016,4796.897557234808,4938.3019681530905,4663.2915422638425
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All Ages,494,Stroke,1,Number,1991,90556946.34287998,93249783.30450484,88569989.66427082
